,Investigation Type,Event Date,Location,Country,Airport Name,Injury Severity,Aircraft Damage,Make,Model,Amateur Built,Number Of Engines,Engine Type,Purpose Of Flight,Total Fatal Injuries,Total Serious Injuries,Total Minor Injuries,Total Uninjured,Weather Condition,Broad Phase Of Flight,Total Passengers,Make-Model
2214,Accident,1982-08-02,"CALUMET, OK",United States,MOBERLY,Non-Fatal,Destroyed,Cessna,182M,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Landing,1.0,Cessna 182M
2244,Accident,1982-08-04,"LIVERMORE, CA",United States,Unknown,Non-Fatal,Substantial,Cessna,210,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Climb,1.0,Cessna 210
2252,Incident,1982-08-05,"ST. JOSEPH, MO",United States,ROSECRANS MEMORIAL,Incident,Minor,Mitsubishi,MU-2B-25,No,2.0,Turbo Prop,Business,0.0,0.0,0.0,2.0,VMC,Climb,2.0,Mitsubishi MU-2B-25
2286,Accident,1982-08-08,"BANDERA, TX",United States,Unknown,Fatal,Destroyed,Piper,PA-23-250,No,2.0,Reciprocating,Business,1.0,0.0,0.0,0.0,VMC,Cruise,1.0,Piper PA-23-250
2297,Accident,1982-08-08,"NO. RICHLAND HI, TX",United States,MANGHAM,Non-Fatal,Substantial,Mooney,M20J,No,1.0,Reciprocating,Business,0.0,0.0,0.0,4.0,VMC,Landing,4.0,Mooney M20J
2309,Accident,1982-08-09,"BOUNTIFUL, UT",United States,SALT LAKE SKYPARK,Non-Fatal,Substantial,Cessna,421C,No,2.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Landing,1.0,Cessna 421C
2326,Accident,1982-08-11,"LAKE BERRYESSA, CA",United States,GAMBLE RANCH,Non-Fatal,Substantial,Piper,PA-18,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Landing,1.0,Piper PA-18
2342,Accident,1982-08-12,"CORPUS CHRISTI, TX",United States,CORPUS,Non-Fatal,Substantial,Beech,E18S,No,2.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,2.0,VMC,Landing,2.0,Beech E18S
2350,Accident,1982-08-12,"BIRMINGHAM, AL",United States,BIRMINGHAM MUNICIPAL,Non-Fatal,Substantial,Beech,58,No,2.0,Reciprocating,Business,0.0,0.0,0.0,5.0,VMC,Landing,5.0,Beech 58
2394,Incident,1982-08-16,"EL PASO, TX",United States,EL PASO INT'L,Incident,Minor,Cessna,421B,No,2.0,Turbo Prop,Business,0.0,0.0,1.0,0.0,VMC,Descent,1.0,Cessna 421B
2427,Accident,1982-08-18,"CAMDENTON, MO",United States,CAMDENTON MEMORIAL,Non-Fatal,Substantial,Mitsubishi,MU-2B-20,No,2.0,Turbo Prop,Business,0.0,0.0,0.0,1.0,VMC,Approach,1.0,Mitsubishi MU-2B-20
2428,Accident,1982-08-18,"GRAND CHENIER, LA",United States,Unknown,Non-Fatal,Substantial,Cessna,A185F,No,1.0,Reciprocating,Business,0.0,0.0,0.0,3.0,VMC,Landing,3.0,Cessna A185F
2432,Accident,1982-08-18,"NEAR TYONEK, AK",United States,Unknown,Non-Fatal,Substantial,Cessna,185,No,1.0,Reciprocating,Business,0.0,1.0,0.0,1.0,VMC,Maneuvering,2.0,Cessna 185
2516,Accident,1982-08-25,"CAMPBELLSVILLE, KY",United States,TAYLOR COUNTY,Non-Fatal,Substantial,Piper,PA-34,No,2.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Taxi,1.0,Piper PA-34
2537,Accident,1982-08-27,"GREENSBORO, NC",United States,AIR HARBOR,Non-Fatal,Substantial,Cessna,177,No,1.0,Reciprocating,Business,0.0,0.0,1.0,2.0,VMC,Landing,3.0,Cessna 177
2588,Accident,1982-08-31,"KAYENTA, AZ",United States,KAYENTA,Fatal,Destroyed,Piper,PA-28-235,No,1.0,Reciprocating,Business,1.0,0.0,0.0,0.0,VMC,Takeoff,1.0,Piper PA-28-235
2590,Accident,1982-08-31,"KATY, TX",United States,KATY,Non-Fatal,Destroyed,Cessna,U206F,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Landing,1.0,Cessna U206F
2597,Accident,1982-09-01,"PLAINVIEW, TX",United States,HALE COUNTY,Non-Fatal,Minor,Beech,95-C55,No,2.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Approach,2.0,Beech 95-C55
2618,Accident,1982-09-02,"GOODLAND, KS",United States,RENNER FLD-GOODLAND MUNI,Non-Fatal,Substantial,Beech,95-B55,No,2.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Landing,1.0,Beech 95-B55
2650,Accident,1982-09-04,"NR. MCGRATH, AK",United States,UNIMPROVED STRIP,Non-Fatal,Substantial,Maule,M-5,No,1.0,Reciprocating,Business,0.0,0.0,0.0,3.0,VMC,Takeoff,3.0,Maule M-5
2691,Accident,1982-09-08,"NEAR ST. PETERS, FL",United States,Unknown,Non-Fatal,Destroyed,Cessna,T210N,No,1.0,Reciprocating,Business,0.0,0.0,1.0,1.0,VMC,Descent,2.0,Cessna T210N
2695,Accident,1982-09-08,"NEAR CLEAR, AK",United States,BUSH STRIP,Non-Fatal,Substantial,Piper,PA-18,No,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Takeoff,2.0,Piper PA-18
2721,Accident,1982-09-10,"FALCON, CO",United States,MEADOW LAKE,Non-Fatal,Substantial,Mooney,M20E,No,1.0,Reciprocating,Business,0.0,0.0,1.0,1.0,VMC,Takeoff,2.0,Mooney M20E
2722,Accident,1982-09-10,"DELTA, UT",United States,Unknown,Non-Fatal,Substantial,Piper,PA-31T,No,2.0,Turbo Prop,Business,0.0,0.0,0.0,4.0,VMC,Landing,4.0,Piper PA-31T
2739,Accident,1982-09-12,"HAYDEN, CO",United States,YAMPA VALLEY,Fatal,Destroyed,Mitsubishi,MU-2B-25,No,2.0,Turbo Prop,Business,6.0,0.0,0.0,0.0,VMC,Takeoff,6.0,Mitsubishi MU-2B-25
2743,Accident,1982-09-12,"GAGE, NM",United States,Unknown,Non-Fatal,Substantial,Cessna,P210N,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Cruise,1.0,Cessna P210N
2753,Accident,1982-09-13,"PROSPECT, KY",United States,Unknown,Non-Fatal,Substantial,Cessna,172RG,No,1.0,Reciprocating,Business,0.0,0.0,0.0,4.0,IMC,Descent,4.0,Cessna 172RG
2759,Accident,1982-09-14,"NEW IBERIA, LA",United States,Unknown,Non-Fatal,Destroyed,Cessna,180K,No,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Landing,2.0,Cessna 180K
2779,Accident,1982-09-16,"FORT WAYNE, IN",United States,SMITH FIELD,Non-Fatal,Substantial,Piper,PA-23-250,No,2.0,Reciprocating,Business,0.0,0.0,0.0,4.0,VMC,Taxi,4.0,Piper PA-23-250
2834,Accident,1982-09-21,"GOVERNMENT CAMP, OR",United States,Unknown,Non-Fatal,Substantial,Mooney,M20E,No,1.0,Reciprocating,Business,0.0,0.0,2.0,0.0,VMC,Cruise,2.0,Mooney M20E
2849,Accident,1982-09-23,"SAN GORGONIO, CA",United States,Unknown,Fatal,Destroyed,Piper,PA-32R-301T,No,1.0,Reciprocating,Business,1.0,0.0,0.0,0.0,VMC,Cruise,1.0,Piper PA-32R-301T
2863,Accident,1982-09-24,"AFTON, OK",United States,Unknown,Fatal,Destroyed,Cessna,421B,No,2.0,Reciprocating,Business,1.0,0.0,0.0,0.0,VMC,Approach,1.0,Cessna 421B
2875,Accident,1982-09-25,"SUGARGROVE, IL",United States,AURORA,Fatal,Destroyed,Cessna,340A,No,2.0,Reciprocating,Business,1.0,0.0,0.0,0.0,IMC,Go-around,1.0,Cessna 340A
2887,Accident,1982-09-26,"PANACA, NV",United States,Unknown,Non-Fatal,Substantial,Piper,PA-23-250,No,2.0,Reciprocating,Business,0.0,1.0,0.0,0.0,VMC,Cruise,1.0,Piper PA-23-250
2940,Incident,1982-10-02,"NEAR PORT HEIDE, AK",United States,Unknown,Incident,Minor,Piper,PA-32-300,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Taxi,1.0,Piper PA-32-300
2977,Accident,1982-10-04,"FLAT, AK",United States,JULIAN CREEK,Non-Fatal,Substantial,Cessna,206,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Takeoff,1.0,Cessna 206
3032,Accident,1982-10-11,"SAN ANTONIO, TX",United States,SAN ANTONIO INTER,Non-Fatal,Substantial,Cessna,414A,No,2.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,2.0,VMC,Taxi,2.0,Cessna 414A
3038,Accident,1982-10-12,NEAR ST. CROIX,Unknown,Unknown,Fatal,Destroyed,Piper,PA-32-300,No,1.0,Reciprocating,Business,2.0,0.0,0.0,0.0,VMC,Unknown,2.0,Piper PA-32-300
3039,Accident,1982-10-13,"BELLEVUE, WA",United States,BELLEVUE AIRFIELD,Non-Fatal,Substantial,Cessna,340,No,2.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Takeoff,1.0,Cessna 340
3089,Accident,1982-10-20,"LEMONT, IL",United States,Unknown,Fatal,Destroyed,Cessna,R182,No,1.0,Reciprocating,Business,1.0,2.0,0.0,0.0,VMC,Cruise,3.0,Cessna R182
3116,Accident,1982-10-24,"MADRAS, OR",United States,Unknown,Non-Fatal,Substantial,Maule,M-5-210C,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Landing,1.0,Maule M-5-210C
3119,Accident,1982-10-24,"UPLAND, CA",United States,CABLE AIRPORT,Non-Fatal,Substantial,Cessna,402B,No,2.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Taxi,2.0,Cessna 402B
3135,Accident,1982-10-27,"CARROLLTON, TX",United States,ADDISON,Fatal,Destroyed,Piper,PA-31P,No,2.0,Reciprocating,Business,4.0,0.0,0.0,0.0,VMC,Approach,4.0,Piper PA-31P
3159,Accident,1982-10-31,"BATON ROUGE, LA",United States,RYAN AIRPORT,Fatal,Destroyed,Piper,PA-31-350,No,2.0,Reciprocating,Business,3.0,0.0,0.0,0.0,IMC,Takeoff,3.0,Piper PA-31-350
3180,Accident,1982-11-02,"NORMANGEE, TX",United States,Unknown,Fatal,Destroyed,Cessna,P210N,No,1.0,Reciprocating,Business,4.0,0.0,0.0,0.0,VMC,Climb,4.0,Cessna P210N
3235,Accident,1982-11-09,"EL PASO, TX",United States,Unknown,Non-Fatal,Substantial,Piper,PA-24-260,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Cruise,1.0,Piper PA-24-260
3244,Accident,1982-11-10,"FORT YUKON, AK",United States,FORT YUKON,Non-Fatal,Substantial,Beech,A36,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Approach,1.0,Beech A36
3275,Accident,1982-11-16,"HONOLULU, HI",United States,HONOLULU INTL. AIRPORT,Non-Fatal,Destroyed,Piper,PA-28-140,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Cruise,1.0,Piper PA-28-140
3290,Accident,1982-11-17,"ELIM, AK",United States,ELIM,Non-Fatal,Substantial,Cessna,170B,No,1.0,Reciprocating,Business,0.0,1.0,0.0,1.0,VMC,Maneuvering,2.0,Cessna 170B
3292,Accident,1982-11-18,"MOUNTAIN VIEW, MO",United States,MOUTAIN VIEW AIRPORT,Fatal,Destroyed,Cessna,551,No,2.0,Turbo Fan,Business,3.0,0.0,0.0,0.0,IMC,Takeoff,3.0,Cessna 551
3293,Accident,1982-11-18,"SHEBOYGAN, WI",United States,SHEBOYGAN COUNTY,Non-Fatal,Destroyed,Piper,601P,No,2.0,Reciprocating,Business,0.0,1.0,0.0,0.0,VMC,Approach,1.0,Piper 601P
3302,Accident,1982-11-19,"MCCUTCHANVILLE, IN",United States,Unknown,Fatal,Destroyed,Piper,PA-44-180,No,2.0,Reciprocating,Business,1.0,0.0,0.0,0.0,IMC,Takeoff,1.0,Piper PA-44-180
3317,Accident,1982-11-20,"35 NM W. ANDROS, BAHAMAS",Bahamas,Unknown,Non-Fatal,Substantial,Cessna,337,No,2.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Landing,2.0,Cessna 337
3375,Accident,1982-11-28,"KANSAS CITY, MO",United States,Unknown,Fatal,Destroyed,Piper,PA-34,No,2.0,Reciprocating,Business,2.0,0.0,0.0,0.0,IMC,Cruise,2.0,Piper PA-34
3386,Accident,1982-11-29,"HAZLETON, PA",United States,HAZLETON MUNICIPAL,Fatal,Destroyed,Beech,C23,No,1.0,Reciprocating,Business,2.0,0.0,0.0,0.0,IMC,Maneuvering,2.0,Beech C23
3390,Accident,1982-11-30,"BREVIG MISSION, AK",United States,Unknown,Non-Fatal,Substantial,Piper,PA-18-150,No,1.0,Reciprocating,Business,0.0,0.0,1.0,0.0,VMC,Landing,1.0,Piper PA-18-150
3409,Accident,1982-12-04,"NEAR VICHY, MO",United States,Unknown,Non-Fatal,Destroyed,Beech,C23,No,1.0,Reciprocating,Business,0.0,0.0,1.0,0.0,IMC,Cruise,1.0,Beech C23
3429,Accident,1982-12-06,"LOVINGTON, NM",United States,LOVINGTON,Non-Fatal,Substantial,Beech,58,No,2.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Takeoff,1.0,Beech 58
3445,Incident,1982-12-09,"NEAR PALM SPRIN, CA",United States,Unknown,Incident,Minor,Cessna,551,No,2.0,Turbo Jet,Business,0.0,0.0,0.0,1.0,IMC,Climb,1.0,Cessna 551
3460,Accident,1982-12-11,"SAVANNAH, GA",United States,SAVANNAH MUNICIPAL,Fatal,Destroyed,Cessna,421B,No,2.0,Reciprocating,Business,4.0,0.0,0.0,0.0,IMC,Go-around,4.0,Cessna 421B
3493,Accident,1982-12-15,"MUSKEGON, MI",United States,MUSKEGON,Non-Fatal,Substantial,Mitsubishi,MU-2B-20,No,2.0,Turbo Prop,Business,0.0,0.0,1.0,4.0,VMC,Maneuvering,5.0,Mitsubishi MU-2B-20
3501,Accident,1982-12-17,"HOMESTEAD, FL",United States,HOMESTEAD MUNICIPAL,Non-Fatal,Destroyed,Piper,PA-32R-301,No,1.0,Reciprocating,Business,0.0,1.0,0.0,0.0,VMC,Takeoff,1.0,Piper PA-32R-301
3515,Accident,1982-12-18,"GAYLORD, MI",United States,OTSEGO COUNTY,Non-Fatal,Substantial,Cessna,310R,No,2.0,Reciprocating,Business,0.5450483991064781,1.0,0.0,1.0,IMC,Cruise,2.545048399106478,Cessna 310R
3519,Accident,1982-12-19,"JOHNS ISLE, SC",United States,CHARLESTON EXECUTIVE,Non-Fatal,Destroyed,Piper,PA-23-250,No,2.0,Reciprocating,Business,0.0,0.0,1.0,0.0,VMC,Takeoff,1.0,Piper PA-23-250
3524,Accident,1982-12-20,"LITTLE ROCK, AR",United States,ADAMS FIELD,Non-Fatal,Substantial,Cessna,421C,No,2.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,2.0,VMC,Landing,2.0,Cessna 421C
3545,Accident,1982-12-23,"FORT PAYNE, AL",United States,ISBELL FIELD,Non-Fatal,Substantial,Cessna,421B,No,2.0,Reciprocating,Business,0.0,0.0,0.0,6.0,VMC,Landing,6.0,Cessna 421B
3570,Accident,1982-12-28,"ROBERTSON, WY",United States,Unknown,Fatal,Destroyed,Cessna,T210M,No,1.0,Reciprocating,Business,1.0,0.0,0.0,0.0,VMC,Cruise,1.0,Cessna T210M
12683,Incident,1985-08-16,"HILTON HEAD, SC",United States,HILTON HEAD,Incident,Substantial,Cessna,441,No,2.0,Turbo Prop,Business,0.5450483991064781,1.0,0.0,4.0,VMC,Landing,5.545048399106478,Cessna 441
22110,Accident,1988-12-24,"MADISON, IN",United States,Unknown,Fatal,Destroyed,Cessna,310R,No,2.0,Reciprocating,Positioning,2.0,1.0,0.0,4.0,VMC,Approach,7.0,Cessna 310R
22841,Accident,1989-04-27,"AINSWORTH, NE",United States,Unknown,Fatal,Destroyed,Maule,M-5,No,1.0,Reciprocating,Other Work Use,3.0,1.0,0.0,4.0,IMC,Climb,8.0,Maule M-5
25965,Accident,1990-07-05,"COLDFOOT, AK",United States,COLDFOOT STRIP,Fatal,Destroyed,Piper,PA-28-180,No,1.0,Reciprocating,Business,1.0,1.0,0.0,0.0,VMC,Descent,2.0,Piper PA-28-180
29620,Accident,1991-12-20,"FLAGSTAFF, AZ",United States,FLAGSTAFF,Fatal,Destroyed,Beech,58P,No,2.0,Reciprocating,Business,2.0,1.0,0.0,0.0,IMC,Approach,3.0,Beech 58P
32592,Accident,1993-04-23,"KASHWITNA, AK",United States,Unknown,Fatal,Destroyed,Piper,PA-18-150,No,1.0,Reciprocating,Business,2.0,1.0,0.0,0.0,VMC,Maneuvering,3.0,Piper PA-18-150
36569,Accident,1994-12-27,"HOLTVILLE, CA",United States,IMPERIAL COUNTY AIRPORT,Fatal,Destroyed,Piper,PA-28-140,No,1.0,Reciprocating,Business,2.0,1.0,0.0,6.0,VMC,Go-around,9.0,Piper PA-28-140
53892,Accident,2002-12-04,"Lewisville, TX",United States,Unknown,Fatal,Destroyed,Cessna,402C,No,2.0,Turbo Prop,Positioning,1.0,1.0,2.0,2.0,IMC,Maneuvering,6.0,Cessna 402C
53955,Accident,2002-12-25,"MANTEO, NC",United States,Unknown,Fatal,Substantial,Cessna,208B,No,1.0,Turbo Prop,Positioning,1.0,1.0,2.0,2.0,IMC,Approach,6.0,Cessna 208B
54933,Accident,2003-06-25,"ILIAMNA, AK",United States,Unknown,Non-Fatal,Substantial,De Havilland,DHC-2,No,1.0,Reciprocating,Business,0.5450483991064781,1.0,2.0,1.0,VMC,Takeoff,4.545048399106478,De Havilland DHC-2
55503,Accident,2003-09-13,"KNEELAND, CA",United States,Kneeland Airport,Non-Fatal,Substantial,Beech,58,No,2.0,Reciprocating,Business,0.5450483991064781,1.0,1.0,2.0,VMC,Landing,4.545048399106478,Beech 58
55523,Accident,2003-09-16,"Soto La Marina, Mexico",Mexico,Unknown,Fatal,Destroyed,Aero Commander,690,No,1.1114300626304803,Unknown,Business,1.0,1.0,1.0,2.0,VMC,Unknown,5.0,Aero Commander 690
56285,Accident,2004-02-28,"GRAPE CREEK, TX",United States,San Angelo Regional Airport/Ma,Non-Fatal,Substantial,Cessna,T210M,No,1.0,Reciprocating,Business,0.5450483991064781,1.0,2.0,1.0,VMC,Cruise,4.545048399106478,Cessna T210M
56687,Accident,2004-05-19,"SOUTH ST. PAUL, MN",United States,Fleming Field,Non-Fatal,Substantial,Cessna,180J,No,1.0,Reciprocating,Flight Test,0.5450483991064781,1.0,2.0,2.0,VMC,Takeoff,5.545048399106478,Cessna 180J
56816,Accident,2004-06-08,"LA BELLE, FL",United States,Unknown,Non-Fatal,Substantial,Cessna,182H,No,1.0,Reciprocating,Other Work Use,0.5450483991064781,1.0,2.0,4.0,VMC,Cruise,7.545048399106478,Cessna 182H
57024,Accident,2004-07-10,"WALTERBORO, SC",United States,Low Country Regional,Non-Fatal,Substantial,Cessna,182A,No,1.0,Reciprocating,Business,0.5450483991064781,1.0,1.0,1.0,VMC,Descent,3.545048399106478,Cessna 182A
57135,Accident,2004-07-24,"Gridley, CA",United States,Unknown,Non-Fatal,Destroyed,Cessna,A185F,No,1.0,Reciprocating,Business,0.5450483991064781,1.0,1.0,1.0,VMC,Takeoff,3.545048399106478,Cessna A185F
57243,Accident,2004-08-08,"FRANKFORT, MI",United States,Unknown,Non-Fatal,Substantial,Cessna,305A,No,1.0,Reciprocating,Other Work Use,0.5450483991064781,1.0,1.0,1.0,VMC,Takeoff,3.545048399106478,Cessna 305A
57310,Accident,2004-08-18,"SHOW LOW, AZ",United States,Show Low,Non-Fatal,Substantial,Pilatus,PC-12/45,No,1.0,Turbo Prop,Positioning,0.5450483991064781,1.0,1.0,4.0,VMC,Landing,6.545048399106478,Pilatus PC-12/45
57408,Accident,2004-09-02,"CRIVITZ, WI",United States,Unknown,Non-Fatal,Substantial,Piper,PA-32-301,No,2.0,Reciprocating,Business,0.5450483991064781,1.0,1.0,1.0,VMC,Landing,3.545048399106478,Piper PA-32-301
57413,Accident,2004-09-03,"LAWRENCE, MA",United States,LAWRENCE MUNI,Non-Fatal,Substantial,Cessna,305A,No,1.0,Reciprocating,Other Work Use,0.5450483991064781,1.0,1.0,1.0,VMC,Climb,3.545048399106478,Cessna 305A
57562,Accident,2004-09-25,"ANDERSON, SC",United States,Unknown,Non-Fatal,Substantial,Cessna,177,No,1.0,Reciprocating,Business,0.5450483991064781,1.0,1.0,4.0,VMC,Cruise,6.545048399106478,Cessna 177
57579,Accident,2004-09-28,"HAINES, AK",United States,Unknown,Non-Fatal,Substantial,Piper,PA-28-181,No,1.0,Reciprocating,Positioning,0.5450483991064781,1.0,1.0,2.0,VMC,Takeoff,4.545048399106478,Piper PA-28-181
57672,Accident,2004-10-16,"PORT AUSTIN, MI",United States,Grindstone Air Harbor Airport,Non-Fatal,Substantial,Cirrus Design Corp.,SR22,No,1.0,Reciprocating,Business,0.5450483991064781,1.0,2.0,1.0,VMC,Landing,4.545048399106478,Cirrus Design Corp. SR22
57808,Accident,2004-11-10,"NORTH LAS VEGAS, NV",United States,North Las Vegas,Non-Fatal,Substantial,Cessna,P210N,No,1.0,Reciprocating,Business,0.5450483991064781,1.0,1.0,1.0,VMC,Approach,3.545048399106478,Cessna P210N
57809,Accident,2004-11-10,"RANCHO CORDOVA, CA",United States,Sacramento Mather,Non-Fatal,Substantial,Cessna,P210N,No,1.0,Reciprocating,Business,0.5450483991064781,1.0,1.0,2.0,VMC,Cruise,4.545048399106478,Cessna P210N
57928,Accident,2004-12-07,"Montgomery, TX",United States,Unknown,Fatal,Destroyed,Beech,A45,No,1.0,Reciprocating,Business,2.0,1.0,1.0,6.0,VMC,Maneuvering,10.0,Beech A45
57958,Accident,2004-12-16,"NUNAPITCHUK, AK",United States,Nunapitchuk,Non-Fatal,Substantial,Cessna,U206G,No,1.0,Reciprocating,Positioning,0.5450483991064781,1.0,1.0,1.0,VMC,Taxi,3.545048399106478,Cessna U206G
57988,Accident,2004-12-24,"ILLIAMNA, AK",United States,Illiamna,Non-Fatal,Substantial,Cessna,U206G,No,1.0,Reciprocating,Positioning,0.5450483991064781,1.0,1.0,1.0,VMC,Taxi,3.545048399106478,Cessna U206G
58045,Accident,2005-01-09,"HARBOR SPRINGS, MI",United States,Harbor Springs Airport,Non-Fatal,Substantial,Cessna,414A,No,2.0,Reciprocating,Business,0.5450483991064781,1.0,1.0,5.0,VMC,Takeoff,7.545048399106478,Cessna 414A
58234,Accident,2005-02-26,"FARGO, ND",United States,Unknown,Non-Fatal,Substantial,Cessna,177RG,No,1.0,Reciprocating,Positioning,0.5450483991064781,2.0,1.0,1.0,VMC,Takeoff,4.545048399106478,Cessna 177RG
58335,Accident,2005-03-18,"CHARLOTTE, NC",United States,Unknown,Non-Fatal,Substantial,Cessna,175,No,1.0,Reciprocating,Positioning,0.5450483991064781,2.0,1.0,1.0,VMC,Descent,4.545048399106478,Cessna 175
58428,Accident,2005-04-08,"CORTEZ, CO",United States,CORTEZ-MONTEZUMA COUNTY,Non-Fatal,Substantial,Cessna,182M,No,1.0,Reciprocating,Business,0.5450483991064781,2.0,1.0,4.0,VMC,Landing,7.545048399106478,Cessna 182M
58442,Accident,2005-04-10,"LINCOLN, NE",United States,Unknown,Non-Fatal,Substantial,Mooney,M20M,No,1.0,Reciprocating,Business,0.5450483991064781,2.0,1.0,1.0,IMC,Cruise,4.545048399106478,Mooney M20M
58473,Accident,2005-04-15,"YAKUTAT, AK",United States,Unknown,Non-Fatal,Substantial,Cessna,U206E,No,1.0,Reciprocating,Positioning,0.5450483991064781,2.0,1.0,1.0,VMC,Landing,4.545048399106478,Cessna U206E
58958,Accident,2005-06-26,"LAPEER, MI",United States,Dupont-Lapeer,Non-Fatal,Substantial,Cessna,182F,No,1.0,Reciprocating,Business,0.5450483991064781,2.0,1.0,1.0,VMC,Cruise,4.545048399106478,Cessna 182F
59016,Accident,2005-07-03,"BETHEL, AK",United States,Unknown,Non-Fatal,Substantial,Cessna,207,No,1.0,Reciprocating,Positioning,0.5450483991064781,2.0,1.0,1.0,VMC,Cruise,4.545048399106478,Cessna 207
59103,Accident,2005-07-15,"NEWNAN, GA",United States,Newnan,Non-Fatal,Substantial,Cessna,525A,No,2.0,Turbo Fan,Business,0.5450483991064781,2.0,1.0,5.0,VMC,Landing,8.545048399106477,Cessna 525A
59169,Accident,2005-07-26,"MEXICO, MO",United States,Unknown,Non-Fatal,Substantial,Cessna,188,No,1.0,Reciprocating,Positioning,0.5450483991064781,2.0,1.0,1.0,VMC,Landing,4.545048399106478,Cessna 188
59334,Accident,2005-08-13,"WISEMAN, AK",United States,Unknown,Non-Fatal,Substantial,Piper,PA-18,No,1.0,Reciprocating,Business,0.5450483991064781,2.0,1.0,1.0,VMC,Landing,4.545048399106478,Piper PA-18
59478,Accident,2005-09-06,"IGIUGIG, AK",United States,Unknown,Non-Fatal,Substantial,Dehavilland,DHC-2,No,1.0,Reciprocating,Positioning,0.5450483991064781,2.0,1.0,1.0,VMC,Takeoff,4.545048399106478,Dehavilland DHC-2
59543,Accident,2005-09-16,"EMERSON, NE",United States,Unknown,Non-Fatal,Substantial,Beech,F33A,No,1.0,Reciprocating,Business,0.5450483991064781,2.0,1.0,1.0,VMC,Cruise,4.545048399106478,Beech F33A
59679,Accident,2005-10-09,"SEWARD, AK",United States,Unknown,Non-Fatal,Substantial,Cessna,206,No,1.0,Reciprocating,Positioning,0.5450483991064781,2.0,1.0,1.0,VMC,Landing,4.545048399106478,Cessna 206
59777,Accident,2005-10-28,"BEATTY, NV",United States,Beatty Airport,Non-Fatal,Substantial,Cessna,T188C,No,1.0,Reciprocating,Positioning,0.5450483991064781,2.0,1.0,1.0,VMC,Landing,4.545048399106478,Cessna T188C
59868,Accident,2005-11-18,"PALO ALTO, CA",United States,Palo Alto,Non-Fatal,Substantial,Cessna,P210R,No,1.0,Reciprocating,Business,0.5450483991064781,2.0,2.0,4.0,VMC,Landing,8.545048399106477,Cessna P210R
60061,Accident,2006-01-04,"MIDLAND, TX",United States,Unknown,Non-Fatal,Substantial,Cessna,T210,No,1.0,Reciprocating,Positioning,0.5450483991064781,2.0,2.0,2.0,VMC,Cruise,6.545048399106478,Cessna T210
60134,Accident,2006-01-24,"Carlsbad, CA",United States,McClellan-Palomar Airport,Fatal,Destroyed,Cessna,560,No,2.0,Turbo Fan,Executive/corporate,4.0,2.0,2.0,2.0,VMC,Landing,10.0,Cessna 560
60167,Accident,2006-02-01,"BIRMINGHAM, AL",United States,Birmingham International,Non-Fatal,Substantial,Cessna,172P,No,1.0,Reciprocating,Positioning,0.5450483991064781,2.0,2.0,1.0,VMC,Go-around,5.545048399106478,Cessna 172P
60169,Accident,2006-02-01,"BURLINGTON, NC",United States,Burlington-Alamance Regional,Non-Fatal,Substantial,Piper,PA-31-350,No,2.0,Reciprocating,Executive/corporate,0.5450483991064781,2.0,2.0,1.0,VMC,Landing,5.545048399106478,Piper PA-31-350
60338,Accident,2006-03-20,"MORRISTOWN, NJ",United States,Morristown Municipal,Non-Fatal,Substantial,Piper,PA23-250,No,2.0,Reciprocating,Positioning,0.5450483991064781,1.0,2.0,1.0,VMC,Approach,4.545048399106478,Piper PA23-250
60397,Accident,2006-03-31,"BENTON, KS",United States,BENTON,Non-Fatal,Substantial,Cessna,170B,No,1.0,Reciprocating,Positioning,0.5450483991064781,1.0,2.0,1.0,VMC,Climb,4.545048399106478,Cessna 170B
